yearid,teamid,game_t,win_t,era_t,teamname,teamOPS,wswin_t,run_t,hit_t,hr_t,bb_t,so_t,runallow_t,earnrun_t,save_t,errors_t
2005,BAL,162,74,4.56,Baltimore Orioles,0.761,N,729,1492,189,447,902,800,724,38,107
2005,BOS,162,95,4.74,Boston Red Sox,0.811,N,910,1579,199,653,1044,805,752,38,109
2005,CHA,162,99,3.61,Chicago White Sox,0.764,Y,741,1450,200,435,1002,645,592,54,94
2005,CHN,162,79,4.19,Chicago Cubs,0.747,N,703,1506,194,419,920,714,671,39,101
2005,CIN,163,73,5.15,Cincinnati Reds,0.785,N,820,1453,222,611,1303,889,820,31,104
2005,CLE,162,93,3.61,Cleveland Indians,0.787,N,790,1522,207,503,1093,642,582,51,106
2005,COL,162,67,5.13,Colorado Rockies,0.744,N,740,1477,150,509,1103,862,808,37,118
2005,DET,162,71,4.51,Detroit Tigers,0.750,N,723,1521,168,384,1038,787,719,37,110
2005,FLO,162,83,4.16,Florida Marlins,0.748,N,717,1499,128,512,918,732,666,42,103
2005,HOU,163,89,3.51,Houston Astros,0.730,N,693,1400,161,481,1037,609,563,45,89
2005,KCA,162,56,5.49,Kansas City Royals,0.716,N,701,1445,126,424,1008,935,862,25,125
2005,LAA,162,95,3.68,Los Angeles Angels of Anaheim,0.734,N,761,1520,147,447,848,643,598,54,87
2005,LAN,162,71,4.38,Los Angeles Dodgers,0.721,N,685,1374,149,541,1094,755,695,40,106
2005,MIL,162,81,3.97,Milwaukee Brewers,0.754,N,726,1413,175,531,1162,697,635,46,119
2005,MIN,162,83,3.71,Minnesota Twins,0.714,N,688,1441,134,485,978,662,604,44,102
2005,NYA,162,95,4.52,New York Yankees,0.738,N,886,1552,229,637,989,789,718,46,95
2005,NYN,162,83,3.76,New York Mets,0.805,N,722,1421,175,486,1075,648,599,38,106
2005,OAK,162,88,3.69,Oakland Athletics,0.737,N,772,1476,155,537,819,658,594,38,88
2005,PHI,162,88,4.21,Philadelphia Phillies,0.772,N,807,1494,167,639,1083,726,672,40,90
2005,PIT,162,67,4.42,Pittsburgh Pirates,0.723,N,680,1445,139,471,1092,769,706,35,117
2005,SDN,162,82,4.13,San Diego Padres,0.724,N,684,1416,130,600,977,726,668,45,109
2005,SEA,162,69,4.49,Seattle Mariners,0.709,N,699,1408,130,466,986,751,712,39,86
2005,SFN,162,75,4.33,San Francisco Giants,0.714,N,649,1427,128,431,901,745,695,46,90
2005,SLN,162,100,3.49,St. Louis Cardinals,0.762,N,805,1494,170,534,947,634,560,48,100
2005,TBA,162,67,5.39,Tampa Bay Devil Rays,0.754,N,750,1519,157,412,990,936,851,43,124
2005,TEX,162,79,4.96,Texas Rangers,0.798,N,865,1528,260,495,1112,858,794,46,108
2005,TOR,162,80,4.06,Toronto Blue Jays,0.738,N,775,1480,136,486,955,705,653,35,95
2005,WAS,162,81,3.87,Washington Nationals,0.708,N,639,1367,117,491,1090,673,627,51,92
2006,ARI,162,76,4.48,Arizona Diamondbacks,0.755,N,773,1506,160,504,965,788,727,34,104
2006,ATL,162,79,4.60,Atlanta Braves,0.791,N,849,1510,222,526,1169,805,736,38,99
2006,BAL,162,70,5.35,Baltimore Orioles,0.763,N,768,1556,164,474,878,899,843,35,102
2006,BOS,162,86,4.83,Boston Red Sox,0.786,N,820,1510,192,672,1056,825,773,46,66
2006,CHA,162,90,4.61,Chicago White Sox,0.741,N,868,1586,236,502,1056,794,743,46,90
2006,CHN,162,66,4.74,Chicago Cubs,0.806,N,716,1496,166,395,928,834,758,29,106
2006,CIN,162,80,4.51,Cincinnati Reds,0.768,N,749,1419,217,614,1192,801,725,36,128
2006,CLE,162,78,4.41,Cleveland Indians,0.806,N,870,1576,196,556,1204,782,698,24,118
2006,COL,162,76,4.66,Colorado Rockies,0.774,N,813,1504,157,561,1108,812,749,34,91
2006,DET,162,95,3.84,Detroit Tigers,0.777,N,822,1548,203,430,1133,675,618,46,106
2006,FLO,162,78,4.37,Florida Marlins,0.766,N,758,1454,182,497,1249,772,696,41,126
2006,HOU,162,82,4.08,Houston Astros,0.741,N,735,1407,174,585,1076,719,666,42,80
2006,KCA,162,62,5.65,Kansas City Royals,0.743,N,757,1515,124,474,1040,971,896,35,98
2006,LAA,162,89,4.04,Los Angeles Angels of Anaheim,0.759,N,766,1539,159,486,914,732,652,50,124
2006,LAN,162,88,4.23,Los Angeles Dodgers,0.781,N,820,1552,153,601,959,751,686,40,115
2006,MIL,162,75,4.82,Milwaukee Brewers,0.747,N,730,1400,180,502,1233,833,763,43,117
2006,MIN,162,96,3.95,Minnesota Twins,0.771,N,801,1608,143,490,872,683,632,40,84
2006,NYA,162,97,4.41,New York Yankees,0.780,N,930,1608,210,649,1053,767,708,43,104
2006,NYN,162,97,4.14,New York Mets,0.824,N,834,1469,200,547,1071,731,673,43,104
2006,OAK,162,93,4.21,Oakland Athletics,0.752,N,771,1429,175,650,976,727,679,54,84
2006,PHI,162,85,4.60,Philadelphia Phillies,0.794,N,865,1518,216,626,1203,812,747,42,104
2006,PIT,162,67,4.52,Pittsburgh Pirates,0.723,N,691,1462,141,459,1200,797,720,39,104
2006,SDN,162,88,3.87,San Diego Padres,0.749,N,731,1465,161,564,1104,679,629,50,92
2006,SEA,162,78,4.60,Seattle Mariners,0.746,N,756,1540,172,404,974,792,739,47,88
2006,SFN,161,76,4.63,San Francisco Giants,0.749,N,746,1418,163,494,891,790,735,37,91
2006,SLN,161,83,4.54,St. Louis Cardinals,0.769,Y,781,1484,184,531,922,762,721,38,98
2006,TBA,162,61,4.96,Tampa Bay Devil Rays,0.733,N,689,1395,190,441,1106,856,782,33,116
2006,TEX,162,80,4.60,Texas Rangers,0.784,N,835,1571,183,505,1061,784,731,42,98
2006,TOR,162,87,4.37,Toronto Blue Jays,0.811,N,809,1591,199,514,906,754,694,42,99
2006,WAS,162,71,5.03,Washington Nationals,0.756,N,746,1437,164,594,1156,872,803,32,131
2007,ARI,162,90,4.13,Arizona Diamondbacks,0.734,N,712,1350,171,532,1111,732,662,51,106
2007,ATL,162,84,4.11,Atlanta Braves,0.774,N,810,1562,176,534,1149,733,665,36,107
2007,BAL,162,69,5.17,Baltimore Orioles,0.746,N,756,1529,142,500,939,868,827,30,79
2007,BOS,162,96,3.87,Boston Red Sox,0.806,Y,867,1561,166,689,1042,657,618,45,81
2007,CHA,162,72,4.77,Chicago White Sox,0.754,N,693,1341,190,532,1149,839,763,42,108
2007,CHN,162,85,4.04,Chicago Cubs,0.722,N,752,1530,151,500,1054,690,650,39,94
2007,CIN,162,72,4.94,Cincinnati Reds,0.772,N,783,1496,204,536,1113,853,796,34,95
2007,CLE,162,96,4.05,Cleveland Indians,0.771,N,811,1504,178,590,1202,704,658,49,92
2007,COL,163,90,4.32,Colorado Rockies,0.791,N,860,1591,171,622,1152,758,706,39,68
2007,DET,162,88,4.57,Detroit Tigers,0.802,N,887,1652,177,474,1054,797,735,44,99
2007,FLO,162,71,4.94,Florida Marlins,0.784,N,790,1504,201,521,1332,891,793,40,137
2007,HOU,162,73,4.68,Houston Astros,0.742,N,723,1457,167,547,1043,813,761,38,103
2007,KCA,162,69,4.48,Kansas City Royals,0.710,N,706,1447,102,428,1069,778,716,36,106
2007,LAA,162,94,4.23,Los Angeles Angels of Anaheim,0.762,N,822,1578,123,507,883,731,674,43,101
2007,LAN,162,82,4.20,Los Angeles Dodgers,0.743,N,735,1544,129,511,864,727,677,43,114
2007,MIL,162,83,4.41,Milwaukee Brewers,0.785,N,801,1455,231,501,1137,776,708,49,109
2007,MIN,162,79,4.15,Minnesota Twins,0.721,N,718,1460,118,512,839,725,663,38,95
2007,NYA,162,94,4.49,New York Yankees,0.775,N,968,1656,201,637,991,777,724,34,88
2007,NYN,162,88,4.26,New York Mets,0.829,N,804,1543,177,549,981,750,687,39,101
2007,OAK,162,76,4.28,Oakland Athletics,0.745,N,741,1430,171,664,1119,758,689,36,90
2007,PHI,162,89,4.73,Philadelphia Phillies,0.812,N,892,1558,213,641,1205,821,767,42,89
2007,PIT,162,68,4.93,Pittsburgh Pirates,0.736,N,724,1463,148,463,1135,846,793,32,83
2007,SDN,163,89,3.70,San Diego Padres,0.732,N,741,1408,171,557,1229,666,611,45,92
2007,SEA,162,88,4.73,Seattle Mariners,0.762,N,794,1629,153,389,861,813,754,43,90
2007,SFN,162,71,4.19,San Francisco Giants,0.708,N,683,1407,131,532,907,720,677,37,88
2007,SLN,162,78,4.65,St. Louis Cardinals,0.743,N,725,1513,141,506,909,829,741,34,121
2007,TBA,162,66,5.53,Tampa Bay Devil Rays,0.769,N,782,1500,187,545,1324,944,879,28,117
2007,TEX,162,75,4.75,Texas Rangers,0.754,N,816,1460,179,503,1224,844,755,42,124
2007,TOR,162,83,4.00,Toronto Blue Jays,0.746,N,753,1434,165,533,1044,699,644,44,102
2007,WAS,162,73,4.58,Washington Nationals,0.715,N,673,1415,123,524,1128,783,736,46,109
2008,ARI,162,82,3.98,Arizona Diamondbacks,0.742,N,720,1355,159,587,1287,706,635,39,113
2008,ATL,162,72,4.46,Atlanta Braves,0.753,N,753,1514,130,618,1023,778,714,26,107
2008,BAL,161,68,5.13,Baltimore Orioles,0.762,N,782,1486,172,533,990,869,810,35,100
2008,BOS,162,95,4.01,Boston Red Sox,0.805,N,845,1565,173,646,1068,694,645,47,85
2008,CHA,163,89,4.06,Chicago White Sox,0.797,N,811,1458,235,540,1016,729,658,34,108
2008,CHN,161,97,3.87,Chicago Cubs,0.780,N,855,1552,184,636,1186,671,624,44,99
2008,CIN,162,74,4.55,Cincinnati Reds,0.729,N,704,1351,187,560,1125,800,729,34,114
2008,CLE,162,81,4.45,Cleveland Indians,0.763,N,805,1455,171,560,1213,761,711,31,94
2008,COL,162,74,4.77,Colorado Rockies,0.751,N,747,1462,160,570,1209,822,766,36,96
2008,DET,162,74,4.90,Detroit Tigers,0.784,N,821,1529,200,572,1076,857,786,34,113
2008,FLO,161,84,4.43,Florida Marlins,0.759,N,770,1397,208,543,1371,767,707,36,117
2008,HOU,161,86,4.36,Houston Astros,0.737,N,712,1432,167,449,1051,743,691,48,67
2008,KCA,162,75,4.48,Kansas City Royals,0.717,N,691,1507,120,392,1005,781,720,44,96
2008,LAA,162,100,3.99,Los Angeles Angels of Anaheim,0.743,N,765,1486,159,481,987,697,644,66,91
2008,LAN,162,84,3.68,Los Angeles Dodgers,0.732,N,700,1455,137,543,1032,648,591,35,101
2008,MIL,162,90,3.85,Milwaukee Brewers,0.757,N,750,1398,198,550,1203,689,623,45,101
2008,MIN,163,88,4.16,Minnesota Twins,0.748,N,829,1572,111,529,979,745,675,42,108
2008,NYA,162,89,4.28,New York Yankees,0.761,N,789,1512,180,535,1015,727,685,42,83
2008,NYN,162,89,4.07,New York Mets,0.769,N,799,1491,172,619,1024,715,662,43,83
2008,OAK,161,75,4.01,Oakland Athletics,0.686,N,646,1318,125,574,1226,690,640,33,98
2008,PHI,162,92,3.88,Philadelphia Phillies,0.770,Y,799,1407,214,586,1117,680,625,47,90
2008,PIT,162,67,5.08,Pittsburgh Pirates,0.723,N,735,1454,153,474,1039,884,822,34,107
2008,SDN,162,63,4.41,San Diego Padres,0.707,N,637,1390,154,518,1259,764,714,30,85
2008,SEA,162,61,4.73,Seattle Mariners,0.707,N,671,1498,124,417,890,811,754,36,99
2008,SFN,162,72,4.38,San Francisco Giants,0.703,N,640,1452,94,452,1044,759,701,41,96
2008,SLN,162,86,4.19,St. Louis Cardinals,0.783,N,779,1585,174,577,985,725,677,42,85
2008,TBA,162,97,3.82,Tampa Bay Rays,0.762,N,774,1443,180,626,1224,671,618,52,90
2008,TEX,162,79,5.37,Texas Rangers,0.816,N,901,1619,194,595,1207,967,860,36,132
2008,TOR,162,86,3.49,Toronto Blue Jays,0.731,N,714,1453,126,521,938,610,561,44,84
2008,WAS,161,59,4.66,Washington Nationals,0.696,N,641,1376,117,534,1095,825,742,28,123
2009,ARI,162,70,4.42,Arizona Diamondbacks,0.742,N,720,1408,173,571,1298,782,711,36,124
2009,ATL,162,86,3.57,Atlanta Braves,0.744,N,735,1459,149,602,1064,641,581,38,96
2009,BAL,162,64,5.15,Baltimore Orioles,0.747,N,741,1508,160,517,1013,876,817,31,90
2009,BOS,162,95,4.35,Boston Red Sox,0.806,N,872,1495,212,659,1120,736,695,41,82
2009,CHA,162,79,4.14,Chicago White Sox,0.738,N,724,1410,184,534,1022,732,663,36,113
2009,CHN,161,83,3.84,Chicago Cubs,0.740,N,707,1398,161,592,1185,672,616,40,105
2009,CIN,162,78,4.18,Cincinnati Reds,0.712,N,673,1349,158,531,1129,723,677,41,89
2009,CLE,162,65,5.06,Cleveland Indians,0.756,N,773,1468,161,582,1211,865,806,25,97
2009,COL,162,92,4.22,Colorado Rockies,0.784,N,804,1408,190,660,1277,715,675,45,87
2009,DET,163,86,4.29,Detroit Tigers,0.747,N,743,1443,183,540,1114,745,690,42,88
2009,FLO,162,87,4.29,Florida Marlins,0.756,N,772,1493,159,568,1226,766,690,45,106
2009,HOU,162,74,4.54,Houston Astros,0.719,N,643,1415,142,448,990,770,722,39,78
2009,KCA,162,65,4.83,Kansas City Royals,0.724,N,686,1432,144,457,1091,842,765,34,117
2009,LAA,162,97,4.45,Los Angeles Angels of Anaheim,0.792,N,883,1604,173,547,1054,761,715,51,85
2009,LAN,162,95,3.41,Los Angeles Dodgers,0.758,N,780,1511,145,607,1068,611,558,44,83
2009,MIL,162,80,4.83,Milwaukee Brewers,0.767,N,785,1447,182,610,1231,818,770,44,98
2009,MIN,163,87,4.50,Minnesota Twins,0.774,N,817,1539,172,585,1021,765,726,48,76
2009,NYA,162,103,4.26,New York Yankees,0.729,Y,915,1604,244,663,1014,753,687,51,86
2009,NYN,162,70,4.45,New York Mets,0.839,N,671,1472,95,526,928,757,705,39,97
2009,OAK,162,75,4.26,Oakland Athletics,0.726,N,759,1464,135,527,1046,761,685,38,105
2009,PHI,162,93,4.16,Philadelphia Phillies,0.781,N,820,1439,224,589,1155,709,673,44,76
2009,PIT,161,62,4.59,Pittsburgh Pirates,0.705,N,636,1364,125,499,1142,768,723,28,73
2009,SDN,162,75,4.37,San Diego Padres,0.701,N,638,1315,141,586,1182,769,704,45,94
2009,SEA,162,85,3.87,Seattle Mariners,0.716,N,640,1430,160,421,1093,692,625,49,105
2009,SFN,162,88,3.55,San Francisco Giants,0.699,N,657,1411,122,392,1158,611,571,41,88
2009,SLN,162,91,3.66,St. Louis Cardinals,0.747,N,730,1436,160,528,1041,640,586,43,96
2009,TBA,162,84,4.33,Tampa Bay Rays,0.782,N,803,1434,199,642,1229,754,686,41,98
2009,TEX,162,87,4.38,Texas Rangers,0.764,N,784,1436,224,472,1253,740,698,45,106
2009,TOR,162,75,4.47,Toronto Blue Jays,0.773,N,798,1516,209,548,1028,771,720,25,76
2009,WAS,162,59,5.00,Washington Nationals,0.743,N,710,1416,156,617,1208,874,791,33,143
2010,ARI,162,65,4.81,Arizona Diamondbacks,0.740,N,713,1366,180,589,1529,836,765,35,102
2010,ATL,162,91,3.56,Atlanta Braves,0.740,N,738,1411,139,634,1140,629,569,41,126
2010,BAL,162,66,4.59,Baltimore Orioles,0.702,N,613,1440,133,424,1056,785,733,35,105
2010,BOS,162,89,4.20,Boston Red Sox,0.790,N,818,1511,211,587,1140,744,679,44,111
2010,CHA,162,88,4.09,Chicago White Sox,0.721,N,752,1467,177,467,922,704,658,43,103
2010,CHN,162,75,4.18,Chicago Cubs,0.752,N,685,1414,149,479,1236,767,668,40,126
2010,CIN,162,91,4.01,Cincinnati Reds,0.774,N,790,1515,188,522,1218,685,648,43,72
2010,CLE,162,69,4.30,Cleveland Indians,0.700,N,646,1362,128,545,1184,752,684,34,110
2010,COL,162,83,4.14,Colorado Rockies,0.760,N,770,1452,173,585,1274,717,663,35,101
2010,DET,162,81,4.30,Detroit Tigers,0.750,N,751,1515,152,546,1147,743,690,32,109
2010,FLO,162,80,4.08,Florida Marlins,0.724,N,719,1403,152,514,1375,717,652,39,123
2010,HOU,162,76,4.09,Houston Astros,0.665,N,611,1348,108,415,1025,729,654,45,103
2010,KCA,162,67,4.97,Kansas City Royals,0.730,N,676,1534,121,471,905,845,794,44,121
2010,LAA,162,80,4.04,Los Angeles Angels of Anaheim,0.702,N,681,1363,155,466,1070,702,651,39,113
2010,LAN,162,80,4.01,Los Angeles Dodgers,0.700,N,667,1368,120,533,1184,692,643,41,98
2010,MIL,162,77,4.58,Milwaukee Brewers,0.759,N,750,1471,182,546,1216,804,733,35,101
2010,MIN,162,94,3.95,Minnesota Twins,0.762,N,781,1521,142,559,967,671,638,40,78
2010,NYA,162,95,4.06,New York Yankees,0.697,N,859,1485,201,662,1136,693,651,39,69
2010,NYN,162,79,3.70,New York Mets,0.786,N,656,1361,128,502,1095,652,597,36,87
2010,OAK,162,81,3.56,Oakland Athletics,0.702,N,663,1396,109,527,1061,626,566,38,99
2010,PHI,162,97,3.67,Philadelphia Phillies,0.745,N,772,1451,166,560,1064,640,594,40,83
2010,PIT,162,57,5.00,Pittsburgh Pirates,0.678,N,587,1303,126,463,1207,866,784,31,127
2010,SDN,162,90,3.39,San Diego Padres,0.689,N,665,1338,132,538,1183,581,549,49,72
2010,SEA,162,61,3.93,Seattle Mariners,0.637,N,513,1274,101,459,1184,698,628,38,110
2010,SFN,162,92,3.36,San Francisco Giants,0.729,Y,697,1411,162,487,1099,583,546,57,73
2010,SLN,162,86,3.57,St. Louis Cardinals,0.733,N,736,1456,150,541,1027,641,577,32,99
2010,TBA,162,96,3.78,Tampa Bay Rays,0.736,N,802,1343,160,672,1292,649,611,51,85
2010,TEX,162,90,3.93,Texas Rangers,0.757,N,787,1556,162,511,986,687,636,46,105
2010,TOR,162,85,4.22,Toronto Blue Jays,0.766,N,755,1364,257,471,1164,728,676,45,92
2010,WAS,162,69,4.13,Washington Nationals,0.708,N,655,1355,149,503,1220,742,658,37,127
2011,ARI,162,94,3.80,Arizona Diamondbacks,0.736,N,731,1357,172,531,1249,662,609,58,90
2011,ATL,162,89,3.48,Atlanta Braves,0.695,N,641,1345,173,504,1260,605,572,52,83
2011,BAL,162,69,4.89,Baltimore Orioles,0.729,N,708,1434,191,452,1120,860,786,32,110
2011,BOS,162,90,4.20,Boston Red Sox,0.810,N,875,1600,203,578,1108,737,680,36,92
2011,CHA,162,79,4.10,Chicago White Sox,0.715,N,654,1387,154,475,989,706,665,42,79
2011,CHN,162,71,4.33,Chicago Cubs,0.706,N,654,1423,148,425,1202,756,690,40,134
2011,CIN,162,79,4.16,Cincinnati Reds,0.734,N,735,1438,183,535,1250,720,678,39,91
2011,CLE,162,80,4.23,Cleveland Indians,0.714,N,704,1380,154,494,1269,760,683,38,110
2011,COL,162,73,4.43,Colorado Rockies,0.739,N,735,1429,163,555,1201,774,713,41,98
2011,DET,162,95,4.04,Detroit Tigers,0.773,N,787,1540,169,521,1143,711,647,52,103
2011,FLO,162,72,3.95,Florida Marlins,0.706,N,625,1358,149,542,1244,702,640,40,93
2011,HOU,162,56,4.51,Houston Astros,0.684,N,615,1442,95,401,1164,796,719,25,116
2011,KCA,162,71,4.44,Kansas City Royals,0.744,N,730,1560,129,442,1006,762,716,37,95
2011,LAA,162,86,3.57,Los Angeles Angels of Anaheim,0.714,N,667,1394,155,442,1086,633,581,39,93
2011,LAN,161,82,3.54,Los Angeles Dodgers,0.697,N,644,1395,117,498,1087,612,563,40,85
2011,MIL,162,96,3.63,Milwaukee Brewers,0.750,N,721,1422,185,481,1083,638,582,47,111
2011,MIN,162,63,4.58,Minnesota Twins,0.666,N,619,1357,103,440,1048,804,724,32,119
2011,NYA,162,97,3.73,New York Yankees,0.725,N,867,1452,222,627,1138,657,605,47,102
2011,NYN,162,77,4.19,New York Mets,0.788,N,718,1477,108,571,1085,742,674,43,116
2011,OAK,162,74,3.71,Oakland Athletics,0.680,N,645,1330,114,509,1094,679,597,39,124
2011,PHI,162,102,3.02,Philadelphia Phillies,0.717,N,713,1409,153,539,1024,529,495,47,74
2011,PIT,162,72,4.04,Pittsburgh Pirates,0.676,N,610,1325,107,489,1308,712,650,43,112
2011,SDN,162,71,3.42,San Diego Padres,0.653,N,593,1284,91,501,1320,611,551,44,94
2011,SEA,162,67,3.90,Seattle Mariners,0.640,N,556,1263,109,435,1280,675,621,39,108
2011,SFN,162,86,3.20,San Francisco Giants,0.671,N,570,1327,121,448,1122,578,522,52,104
2011,SLN,162,90,3.74,St. Louis Cardinals,0.766,Y,762,1513,162,542,978,692,608,47,116
2011,TBA,162,91,3.58,Tampa Bay Rays,0.724,N,707,1324,172,571,1193,614,577,32,73
2011,TEX,162,96,3.79,Texas Rangers,0.800,N,855,1599,210,475,930,677,607,38,114
2011,TOR,162,81,4.32,Toronto Blue Jays,0.730,N,743,1384,186,525,1184,761,700,33,110
2011,WAS,161,80,3.58,Washington Nationals,0.691,N,624,1319,154,470,1323,643,577,49,104
2012,ARI,162,81,3.93,Arizona Diamondbacks,0.746,N,734,1416,165,539,1266,688,626,39,90
2012,ATL,162,94,3.42,Atlanta Braves,0.709,N,700,1341,149,567,1289,600,549,47,86
2012,BAL,162,93,3.90,Baltimore Orioles,0.728,N,712,1375,214,480,1315,705,642,55,106
2012,BOS,162,69,4.70,Boston Red Sox,0.730,N,734,1459,165,428,1197,806,754,35,101
2012,CHA,162,85,4.02,Chicago White Sox,0.680,N,748,1409,211,461,1203,676,646,37,70
2012,CHN,162,61,4.51,Chicago Cubs,0.740,N,613,1297,137,447,1235,759,708,28,105
2012,CIN,162,97,3.34,Cincinnati Reds,0.726,N,669,1377,172,481,1266,588,540,56,89
2012,CLE,162,68,4.78,Cleveland Indians,0.705,N,667,1385,136,555,1087,845,766,43,96
2012,COL,162,64,5.22,Colorado Rockies,0.766,N,758,1526,166,450,1213,890,824,36,122
2012,DET,162,88,3.75,Detroit Tigers,0.757,N,726,1467,163,511,1103,670,596,40,99
2012,HOU,162,55,4.56,Houston Astros,0.673,N,583,1276,146,463,1365,794,721,31,118
2012,KCA,162,72,4.30,Kansas City Royals,0.716,N,676,1492,131,404,1032,746,693,44,113
2012,LAA,162,89,4.02,Los Angeles Angels of Anaheim,0.764,N,767,1518,187,449,1113,699,640,38,98
2012,LAN,162,86,3.34,Los Angeles Dodgers,0.690,N,637,1369,116,481,1156,597,538,40,98
2012,MIA,162,69,4.09,Miami Marlins,0.690,N,609,1327,137,484,1228,724,655,38,103
2012,MIL,162,83,4.22,Milwaukee Brewers,0.762,N,776,1442,202,466,1240,733,682,44,99
2012,MIN,162,66,4.77,Minnesota Twins,0.715,N,701,1448,131,505,1069,832,762,35,107
2012,NYA,162,95,3.84,New York Yankees,0.701,N,804,1462,245,565,1176,668,617,51,75
2012,NYN,162,74,4.09,New York Mets,0.790,N,650,1357,139,503,1250,709,651,36,101
2012,OAK,162,94,3.48,Oakland Athletics,0.714,N,713,1315,195,550,1387,614,569,47,111
2012,PHI,162,81,3.83,Philadelphia Phillies,0.716,N,684,1414,158,454,1094,680,618,42,101
2012,PIT,162,79,3.86,Pittsburgh Pirates,0.699,N,651,1313,170,444,1354,674,615,45,112
2012,SDN,162,76,4.01,San Diego Padres,0.699,N,651,1339,121,539,1238,710,640,43,121
2012,SEA,162,75,3.76,Seattle Mariners,0.665,N,619,1285,149,466,1259,651,608,43,72
2012,SFN,162,94,3.68,San Francisco Giants,0.724,Y,718,1495,103,483,1097,649,593,53,115
2012,SLN,162,88,3.71,St. Louis Cardinals,0.759,N,765,1526,159,533,1192,648,603,42,107
2012,TBA,162,90,3.19,Tampa Bay Rays,0.711,N,697,1293,175,571,1323,577,518,50,114
2012,TEX,162,93,3.99,Texas Rangers,0.780,N,808,1526,200,478,1103,707,639,43,85
2012,TOR,162,73,4.64,Toronto Blue Jays,0.716,N,716,1346,198,473,1251,784,745,29,101
2012,WAS,162,98,3.33,Washington Nationals,0.750,N,731,1468,194,479,1325,594,543,51,94
2013,ARI,162,81,3.92,Arizona Diamondbacks,0.715,N,685,1468,130,519,1142,695,651,38,75
2013,ATL,162,96,3.18,Atlanta Braves,0.723,N,688,1354,181,542,1384,548,512,53,85
2013,BAL,162,85,4.20,Baltimore Orioles,0.744,N,745,1460,212,416,1125,709,678,57,54
2013,BOS,162,97,3.79,Boston Red Sox,0.795,Y,853,1566,178,581,1308,656,613,33,80
2013,CHA,162,63,3.98,Chicago White Sox,0.693,N,598,1385,148,411,1207,723,643,40,121
2013,CHN,162,66,4.00,Chicago Cubs,0.680,N,602,1307,172,439,1230,689,643,39,100
2013,CIN,162,90,3.38,Cincinnati Reds,0.718,N,698,1370,155,585,1245,589,554,43,76
2013,CLE,162,92,3.82,Cleveland Indians,0.737,N,745,1391,171,562,1283,662,611,38,98
2013,COL,162,74,4.44,Colorado Rockies,0.741,N,706,1511,159,427,1204,760,708,35,90
2013,DET,162,93,3.61,Detroit Tigers,0.780,N,796,1625,176,531,1073,624,587,39,76
2013,HOU,162,51,4.79,Houston Astros,0.674,N,610,1307,148,426,1535,848,766,32,125
2013,KCA,162,86,3.45,Kansas City Royals,0.694,N,648,1443,112,422,1048,601,555,52,85
2013,LAA,162,78,4.23,Los Angeles Angels of Anaheim,0.743,N,733,1476,164,523,1221,737,685,41,112
2013,LAN,162,92,3.25,Los Angeles Dodgers,0.722,N,649,1447,138,476,1146,582,524,46,109
2013,MIA,162,62,3.71,Miami Marlins,0.627,N,513,1257,95,432,1232,646,602,36,88
2013,MIL,162,74,3.84,Milwaukee Brewers,0.708,N,640,1381,157,407,1183,687,615,40,114
2013,MIN,162,66,4.55,Minnesota Twins,0.692,N,614,1346,151,533,1430,788,733,40,81
2013,NYA,162,85,3.94,New York Yankees,0.672,N,650,1321,144,466,1214,671,633,49,69
2013,NYN,162,74,3.77,New York Mets,0.683,N,619,1318,130,512,1384,684,618,40,93
2013,OAK,162,96,3.56,Oakland Athletics,0.745,N,767,1403,186,573,1178,625,574,46,97
2013,PHI,162,73,4.32,Philadelphia Phillies,0.690,N,610,1355,140,417,1205,749,689,32,97
2013,PIT,162,94,3.26,Pittsburgh Pirates,0.709,N,634,1346,161,469,1330,577,533,55,106
2013,SDN,162,76,3.98,San Diego Padres,0.686,N,618,1349,146,467,1309,700,643,40,83
2013,SEA,162,71,4.31,Seattle Mariners,0.695,N,624,1318,188,529,1353,754,702,43,88
2013,SFN,162,76,4.00,San Francisco Giants,0.702,N,629,1446,107,469,1078,691,643,41,107
2013,SLN,162,97,3.42,St. Louis Cardinals,0.733,N,783,1494,125,481,1110,596,555,44,75
2013,TBA,163,92,3.74,Tampa Bay Rays,0.737,N,700,1421,165,589,1171,646,608,42,59
2013,TEX,163,91,3.62,Texas Rangers,0.735,N,730,1465,176,462,1067,636,589,46,86
2013,TOR,162,74,4.25,Toronto Blue Jays,0.729,N,712,1398,185,510,1123,756,685,39,111
2013,WAS,162,86,3.59,Washington Nationals,0.710,N,656,1365,161,464,1192,626,576,47,107
2014,ARI,162,64,4.26,Arizona Diamondbacks,0.678,N,615,1379,118,398,1165,742,683,35,101
2014,ATL,162,79,3.38,Atlanta Braves,0.665,N,573,1316,123,472,1369,597,547,54,85
2014,BAL,162,96,3.43,Baltimore Orioles,0.734,N,705,1434,211,401,1285,593,557,53,87
2014,BOS,162,71,4.01,Boston Red Sox,0.684,N,634,1355,123,535,1337,715,653,36,92
2014,CHA,162,73,4.29,Chicago White Sox,0.684,N,660,1400,155,417,1362,758,687,36,107
2014,CHN,162,73,3.91,Chicago Cubs,0.708,N,614,1315,157,442,1477,707,636,37,103
2014,CIN,162,76,3.59,Cincinnati Reds,0.661,N,595,1282,131,415,1252,612,576,44,72
2014,CLE,162,85,3.56,Cleveland Indians,0.706,N,669,1411,142,504,1189,653,581,40,116
